ID,AdminCode,Type,Kind,R_linkID,L_linkID,Marker,UpdateDate,Version,Remark,HistType,HistRemark,vertex_index,vertex_part,vertex_part_index,distance,angle,Longitude,Latitude
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,20,0,20,0.00123165359086,178.84461792774033,127.441572303983,36.7261147823824
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,21,0,21,0.00128304633842,177.95758767027161,127.441574143738,36.7260634225751
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,22,0,22,0.00130897253539,177.24922753715182,127.441575063615,36.7260375127021
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,23,0,23,0.00133431557275,175.83758341246616,127.441576596743,36.7260122160806
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,24,0,24,0.00140493973594,173.62533241213742,127.441582575945,36.725941845479
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,25,0,25,0.00148867522726,170.27465207463212,127.441594074409,36.725858903223
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,26,0,26,0.00157896764998,167.54519949017555,127.441612165326,36.7257704417042
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,27,0,27,0.00162876035243,165.71196680123697,127.441623663791,36.7257219948412
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,28,0,28,0.00167896931850,164.39573691282686,127.441636848696,36.7256735479782
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,29,0,29,0.00174132544799,162.05958948374334,127.441654019736,36.7256136026508
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,30,0,30,0.00180214139477,159.13649334737448,127.441674716972,36.725556416955
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,31,0,31,0.00183038312545,159.62563275628699,127.441685218903,36.7255302004563
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,32,0,32,0.00185910960436,158.78501521192035,127.441694532659,36.7255030257523
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,33,0,33,0.00187938178790,156.54903933601443,127.441702619912,36.7254844365683
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,34,0,34,0.00190042882917,155.80660651578282,127.441710975463,36.7254651191483
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,35,0,35,0.00191983960079,155.26718364595598,127.441719177701,36.7254475264978
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,36,0,36,0.00194140013273,154.67513733261185,127.441728108175,36.7254279024521
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,37,0,37,0.00197007556829,151.96575413778433,127.441740759782,36.7254021688662
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,38,0,38,0.00199291329482,150.32639155064319,127.441752139965,36.7253823685334
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,39,0,39,0.00207581555006,148.50808716221286,127.441792911607,36.7253101850367
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,40,0,40,0.00213579218526,145.48075544227041,127.441826036417,36.7252601855993
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,41,0,41,0.00221582507182,143.18039091996593,127.441872527522,36.7251950408373
B222CC020111,284,211,505,,A222CC000111,,20220116,2022,,,,42,0,42,0.00227887949287,141.87465227053710,127.44191145631,36.7251454383224
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,0,0,0,0.00000000000000,147.96039084279894,127.441910857497,36.7251461772133
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,1,0,1,0.00002640814979,148.86927627702889,127.441924867163,36.7251237915119
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,2,0,2,0.00006295839808,150.74072001655446,127.441943264706,36.7250922090632
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,3,0,3,0.00013669793809,151.57017364725556,127.441978220038,36.725027281068
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,4,0,4,0.00018094835545,151.55604332666405,127.441999377212,36.7249884162586
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,5,0,5,0.00020550570634,153.24663027146343,127.442011028989,36.7249667991456
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,6,0,6,0.00022964712705,153.07502723070857,127.442021300951,36.7249449520634
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,7,0,7,0.00025393500009,151.55055832419598,127.442032952728,36.7249236415762
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,8,0,8,0.00027516440260,149.01319083941200,127.44204299472,36.7249049374076
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,9,0,9,0.00029821097657,144.46890269723576,127.442055796344,36.7248857733004
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,10,0,10,0.00031875042738,141.15448318450149,127.442068248507,36.7248694388993
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,11,0,11,0.00035199578006,136.04610092522603,127.442089783002,36.7248441106735
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,12,0,12,0.00038658362274,130.05138981873000,127.442115298526,36.7248207595089
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,13,0,13,0.00042334776907,123.59266389650818,127.442144411175,36.7247983083151
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,14,0,14,0.00043982533547,119.19458626679544,127.442158745928,36.7247901827337
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,15,0,15,0.00045794043525,116.53041852289437,127.442174613808,36.7247814439008
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,16,0,16,0.00047886988653,112.27065690262467,127.442193701259,36.7247728583807
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,17,0,17,0.00050094108154,109.07468201803385,127.442214398495,36.7247651927378
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,18,0,18,0.00052163562908,107.94725328004569,127.442234099484,36.724758857493
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,19,0,19,0.00054310748578,107.01453243749638,127.442254512512,36.7247521979935
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,20,0,20,0.00056245705058,104.92422733917969,127.442273116153,36.7247468772621
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,21,0,21,0.00058153929766,101.18869962565041,127.442291640591,36.7247422971578
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,22,0,22,0.00059703782551,98.94199397305481,127.442306969291,36.7247400090771
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,23,0,23,0.00061366932090,96.65320288628725,127.442323377734,36.7247372943665
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,24,0,24,0.00063973588652,91.35659231322767,127.44234938356,36.7247355159277
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,25,0,25,0.00068475556301,87.21405274308020,127.44239439338,36.7247364579342
B222CC020116,284,211,505,,A222CC000116,,20220116,2022,,,,26,0,26,0.00071089484324,83.83252485299246,127.442420456566,36.7247384510014
