360775.998297	4066004.851887
360775.971956	4066005.050106
360775.946114	4066005.246174
360775.92048	4066005.442117
360775.894881	4066005.639376
360775.869393	4066005.836681
360775.844098	4066006.032531
360775.818848	4066006.228748
360775.793802	4066006.423833
360775.769072	4066006.618692
360775.744872	4066006.814136
360775.721059	4066007.009026
360775.696988	4066007.205379
360775.673426	4066007.401757
360775.651561	4066007.597325
360775.629489	4066007.793286
360775.604649	4066007.991004
360775.57932	4066008.188243
360775.555246	4066008.386413
360775.531547	4066008.584277
360775.507993	4066008.780267
360775.484305	4066008.976668
360775.460181	4066009.172636
360775.436467	4066009.367908
360775.414032	4066009.565748
360775.391263	4066009.76288
360775.365475	4066009.959057
360775.34083	4066010.154891
360775.32061	4066010.351855
360775.300069	4066010.549312
360775.277177	4066010.745337
360775.251928	4066010.941899
360775.222338	4066011.138891
360775.194402	4066011.334351
360775.170772	4066011.53015
360775.147566	4066011.726945
360775.124115	4066011.922678
360775.100348	4066012.119391
360775.076152	4066012.316946
360775.051908	4066012.514448
360775.027742	4066012.711516
360775.00346	4066012.908856
360774.978976	4066013.106933
360774.954635	4066013.303439
360774.930058	4066013.501338
360774.90554	4066013.69981
360774.881563	4066013.895609
360774.857272	4066014.090875
360774.832094	4066014.289138
360774.80748	4066014.484542
360774.782992	4066014.681126
360774.758325	4066014.876973
360774.73343	4066015.072054
360774.708864	4066015.268137
360774.684667	4066015.465084
360774.660616	4066015.660796
360774.636286	4066015.858709
360774.611333	4066016.056844
360774.586315	4066016.255124
360774.565923	4066016.451608
360774.547474	4066016.647273
360774.521466	4066016.842086
360774.490207	4066017.038691
360774.464843	4066017.235078
360774.441955	4066017.431426
360774.418148	4066017.626986
360774.394135	4066017.822245
360774.370324	4066018.018358
360774.346598	4066018.214874
360774.32285	4066018.410903
360774.299048	4066018.607169
360774.275344	4066018.80242
360774.251678	4066018.997484
360774.227737	4066019.195792
360774.204261	4066019.390989
360774.180669	4066019.58771
360774.157068	4066019.785069
360774.13361	4066019.982532
360774.110124	4066020.178937
360774.084969	4066020.374957
360774.062682	4066020.573052
360774.047537	4066020.768979
360774.02897	4066020.9666
360773.997526	4066021.161588
360773.968132	4066021.356863
360773.945228	4066021.554123
360773.922112	4066021.752537
360773.898469	4066021.948239
360773.874628	4066022.14659
360773.851051	4066022.344066
360773.82742	4066022.542317
360773.804214	4066022.737311
360773.780576	4066022.9353
360773.75692	4066023.13286
360773.733603	4066023.327603
360773.709893	4066023.525639
360773.686232	4066023.723157
360773.662919	4066023.918344
360773.639093	4066024.114725
360773.616426	4066024.309908
360773.601564	4066024.506534
360773.589144	4066024.704701
360773.560711	4066024.900495
360773.521032	4066025.093496
360773.49514	4066025.291742
360773.4732	4066025.487992
360773.44918	4066025.6861
360773.42535	4066025.880934
360773.401266	4066026.078895
360773.377178	4066026.276636
360773.353256	4066026.471925
360773.329223	4066026.668502
360773.305418	4066026.864876
360773.281541	4066027.061412
360773.257323	4066027.259642
360773.233341	4066027.455111
360773.209166	4066027.651468
360773.184106	4066027.84871
360773.15816	4066028.046841
360773.13842	4066028.245539
360773.12286	4066028.441287
360773.098653	4066028.637441
360773.066421	4066028.832546
360773.04036	4066029.029751
360773.018396	4066029.226523
360772.999878	4066029.4228
360772.982067	4066029.618968
360772.95299	4066029.814346
360772.918486	4066030.007724
360772.891674	4066030.205717
360772.86855	4066030.404304
360772.849282	4066030.602553
360772.830211	4066030.800759
360772.805273	4066030.999012
360772.778306	4066031.193427
360772.750883	4066031.387748
360772.723519	4066031.585838
360772.699229	4066031.780734
360772.675351	4066031.977944
360772.651317	4066032.174214
